user,review_description,rating,thumbsUpCount,review_date,developer_response,developer_response_date
Toby,I like Spotify in general and the music library BUT I've had dreadful user experience more often than I should. I use a premium account by the way. The pause and play button are always missing and I always have to restart my phone to stop playing the music. The music also stops itself. This needs to be fixed before I start looking for other options.,1,16,2022-04-15 11:06:18,,
alex Tana,Lol music quality is good but the ads are just kinda annoying and when im sleeping and listening to Spotify the ads are just kinda really annoying in my phone theres no repeat for the song since i always like my music in repeat for other i dont know i guess they have the repeat button but i dont have the repeat song button so yeah i only hibe it 4 stars.,4,0,2022-04-15 10:56:52,,
Stephen Wright,"The app always has at least 1 bug whenever I run it, for example: • The banner at the bottom of the screen which contains the play button and name of the song disappears whenever it wants • Music randomly stops playing • The app refuses to open or it plain crashes when I'm running it • Some of my friends send me songs but when I click on the link it still doesn't open up in the app Most of the time when I have these issues all I need to do is reset the app but lately that doesn't even work.",3,0,2022-04-15 10:53:03,,
Réidín Kelleher,"Was 5 star but recently the quality of its functionality is terrible..... the app is not working properly. Play,pause, forward buttons not showing when playing from ""liked songs"" and controls don't appear when screen is locked. Music still playing when app is closed ... what is going on?",1,1,2022-04-15 10:31:02,,
Miguel Duran,"I am paying for a useless player. Spotify developers did something wrong and now the app does not show the player controls if you come out of the app and go back in again. Used to work fine! I have to end up looking the app and restart so it can show the player buttons again. This also affects the display info the is sent to the car where no info about music being played is sent! Can you fix it asap, I want to pay for a good service!",1,6,2022-04-15 10:08:03,,
Wout Vaes,New update is terrible! Music bar isnt showing on the bottom.. music keeps playing when i open music on otther apps. The pause/play and forward button does not show on the top of my drop down bar of my phone.. this should not happen on a paying app,1,0,2022-04-15 08:49:00,,
よしナカムラ,"The app keeps doing weird things like the play button and skip buttons disappear and the app sometimes ask me to log in, but I'm already logged in. Since the last update things got really bad in this app making the user experience difficult!",1,0,2022-04-15 08:46:55,,
Bob Smith,"Enabling local files doesn't work (guessing I have too many to import) Recent issue: Spotify sometimes stalls and crashes on application open. Recent issue: Media controls are sometimes gone (no currently playing song bar within the app, notifcation controls show nothing but a disabled play button) and I have to end the app process to stop the music.",2,1,2022-04-15 08:39:32,,
Anne Heritage,"latest update is causing a lot of glitches. I've seen several reviews saying the same things. play bar/overlay doesn't appear, have to force quit the app several times to get it to appear, and the random pausing started with this update too. fix it please!",3,3,2022-04-15 08:26:13,,
Jeromi Daguimol,Hello! Thank you for not removing the storage selection settings. I suggest having Play Next button/option.,3,0,2022-04-15 06:50:34,,
The Pandabearzzz,Recent update with new UI changes has made the app substantially unstable to the point the app crashes while the phone is locked then tries to play music with no input or display of music player on the Spotify app,3,0,2022-04-15 05:30:52,,
Justine Rey Coronel,"I am sorry for being rude, but this app is understandable I want to play a song but instead of playing the song I like it played another stupid song, why? Is it like that?. This app made me rage quit, I give it a 1 star in return.😬",1,0,2022-04-15 04:35:29,,
Richard Wangly,"Used since December 2021. Music selection is decent, but. UI is convoluted. Functionality buggy and worsening. Latest update adds frequent breaks in the music (app not crashed, but music stops with no way to resume). Song info reported to Android 12 for music controls often wrong, now even when not casting. Constantly nags about denied permissions. Works better exempted from battery optimizer, but eats battery at alarming rate. No longer pauses when BT or headphones removed. ""The best"", but bad.",2,6,2022-04-15 04:03:59,,
Martin Brown,Latest update broke some ui elements on Samsung devices particularly around the player doesn't show or if it does its wrong.,2,2,2022-04-15 03:53:29,,
Justin Kibler,Exceptionally glitchy with a UI that is subpar/lacking when compared to alternative options. Forget attempting to switch music on this app while in motion. It's a total nightmare with how cluttered and unintuitive it is.,3,0,2022-04-15 03:22:26,,
David C,"Keep losing the playing now tab on the button, have to close app and restart. Songs will cut out for a second then resume, sometimes won't connect with Android auto. These are new issues. These need to be fixed quickly. I'm not paying for a broken app....",2,2,2022-04-15 03:05:44,,
Karen Hutchinson,"I used to love Spotify. Since recent update, I am deleting and re downloading the app. I have premium and there's no buttons to skip songs?!?!?!.",1,1,2022-04-15 02:44:16,,
Amara Stammen,"Was awesome for years until this last update. Can't use now playing, or the next button in my car. It randomly boots up and starts playing or shuts down. Will gladly update review when issues are fixed.",1,1,2022-04-15 01:31:59,,
Patrick Mize,This app in the past few updates has ruined the experience in certain ways. Using Bluetooth specifically has become a problem and rather cumbersome. The app crashes a lot while connected to my vehicles multimedia system or even a Bluetooth speaker with any kind of controls.,3,0,2022-04-15 00:06:48,,
Krista Webb,"Have had spotify for years and now all of the sudden it's constantly glitching and I'm always having to close it just to have the play bar show up, let alone the fact that it consistently requires me to do this every hour. You need to figure out the bug that is stopping spotify from working if you want to keep your patrons because I'm getting sick of paying $17 for something that rarely works, thank you.",2,8,2022-04-14 23:55:52,,
Josh I,New update has ruined the app. I'm having frequent issues with the Now Playing bar disappearing at random so I'm unable to to pause or skip without closing out of the app and restarting it until it inevitably disappears again.,1,0,2022-04-14 23:55:14,,
